Crop,QueryType,StateName
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Crop Insurance,MAHARASHTRA
Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Soil Health Card,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Orange,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Orange,Seeds and Planting Material,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Citrus,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weed Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Cultural Practices,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Onion,Cultural Practices,MAHARASHTRA
Orange,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Weed Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Mosambi,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
POULTRY  FARM ,Livestock Products Processing and Packaging,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Lemon,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Melon,Seeds and Planting Material,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,"Power, Roads etc.",MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Orange,	Plant Protection	,MAHARASHTRA
Orange,Fertilizer Use and Availability,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Orange,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Orange,Organic Farming,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Safflower (kusum/kardi),Sowing Time and Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Training and Exposure Visits,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Cotton (Kapas),Market Information,MAHARASHTRA
Soybean (bhat),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bhindi(Okra/Ladysfinger),Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Orange,Cultural Practices,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Banana,	Plant Protection	,MAHARASHTRA
Grape,	Plant Protection	,MAHARASHTRA
Musk Melon,	Plant Protection	,MAHARASHTRA
Musk Melon,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Papaya,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA
Onion,	Plant Protection	,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Varieties,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cucumber,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Musk Melon,Cultural Practices,MAHARASHTRA
Musk Melon,Fertilizer Use and Availability,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Musk Melon,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA
Papaya,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Wheat,Weed Management,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Cucumber,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),Varieties,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Onion,Nutrient Management,MAHARASHTRA
Others,Market Information,MAHARASHTRA
fodder maize ,Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Coriander,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Brinjal,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pumpkin,	Plant Protection	,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),Weed Management,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Leafy Vegetable,Fertilizer Use and Availability,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Coriander,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Maize (Makka),Varieties,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Wheat,Weed Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Tomato,Field Preparation,MAHARASHTRA
Wheat,Weed Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Guava,Fertilizer Use and Availability,MAHARASHTRA
Guava,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
French Bean,	Plant Protection	,MAHARASHTRA
Rose,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Sorghum (Jowar/Great Millet),	Water Management	,MAHARASHTRA
Melon,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Chillies,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Sugarcane (Noble Cane),Cultural Practices,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Maize (Makka),Fertilizer Use and Availability,MAHARASHTRA
Drum Stick,Seeds and Planting Material,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Capsicum,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA
Black Gram (urd bean),Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Musk Melon,Seeds and Planting Material,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Cluster Bean,Nutrient Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Custard Apple,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Bitter Gourd,	Plant Protection	,MAHARASHTRA
Others,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Varieties,MAHARASHTRA
Tomato,Cultural Practices,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Brinjal,Nutrient Management,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Banana,Fertilizer Use and Availability,MAHARASHTRA
Banana,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Melon,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Varieties,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Ridge Gourd,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Sorghum (Jowar/Great Millet),Seeds,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Pomegranate,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Fertilizer Use and Availability,MAHARASHTRA
Wheat,Training and Exposure Visits,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Drum Stick,	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Mango,Nutrient Management,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Babool,Seeds and Planting Material,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Watermelon,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Drum Stick,	Plant Protection	,MAHARASHTRA
Drum Stick,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Bhindi(Okra/Ladysfinger),	Plant Protection	,MAHARASHTRA
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Varieties,MAHARASHTRA
Sorghum (Jowar/Great Millet),Fertilizer Use and Availability,MAHARASHTRA
Sorghum (Jowar/Great Millet),Agriculture Mechanization,MAHARASHTRA
Grape,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Musk Melon,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Tomato,	Plant Protection	,MAHARASHTRA
Onion,Fertilizer Use and Availability,MAHARASHTRA
Others,Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA
Marigold,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Barley (Jau),Weed Management,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Pigeon pea (red gram/arhar/tur),Market Information,MAHARASHTRA
Onion,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Fenugreek,Fertilizer Use and Availability,MAHARASHTRA
Wheat,Fertilizer Use and Availability,MAHARASHTRA
Drum Stick,	Plant Protection	,MAHARASHTRA
Others,Training and Exposure Visits,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Fenugreek,Fertilizer Use and Availability,MAHARASHTRA
Tomato,Seeds and Planting Material,MAHARASHTRA
Papaya,Seeds and Planting Material,MAHARASHTRA
Papaya,Cultural Practices,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA
Others,Weather,MAHARASHTRA
Banana,Vegetative Propagation and Tissue Culture,MAHARASHTRA
Pomegranate,Fertilizer Use and Availability,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Guava,Fertilizer Use and Availability,MAHARASHTRA
Barnyard Millet (Kundiraivlli/Sawan,Varieties,MAHARASHTRA
Drum Stick,	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,MAHARASHTRA
Mango,	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Beet Root (Garden Beet/Stock Beet),Agriculture Mechanization,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Cucumber,Cultural Practices,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Pomegranate,	Plant Protection	,MAHARASHTRA
Beet Root (Garden Beet/Stock Beet),Cultural Practices,MAHARASHTRA
Wheat,	Plant Protection	,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Sunflower (suryamukhi),Varieties,MAHARASHTRA
Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Jack Fruit,	Plant Protection	,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Maize (Makka),	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Banana,	Plant Protection	,MAHARASHTRA
Watermelon,Nutrient Management,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Sugarcane (Noble Cane),	Plant Protection	,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Others,Market Information,MAHARASHTRA
Others,Weather,MAHARASHTRA
Onion,Market Information,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA
Brinjal,Fertilizer Use and Availability,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Wheat,Nutrient Management,MAHARASHTRA
Others,Weather,MAHARASHTRA
Others,Weather,MAHARASHTRA
Groundnut (pea nut/mung phalli),Sowing Time and Weather,MAHARASHTRA
Musk Melon,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Organic Farming,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Others,Weather,MAHARASHTRA
Chillies,	Plant Protection	,MAHARASHTRA
Tomato,	Plant Protection	,MAHARASHTRA
Other,	Plant Protection	,MAHARASHTRA
Bitter Gourd,	Plant Protection	,MAHARASHTRA
Others,Government Schemes,MAHARASHTRA
Others,Weather,MAHARASHTRA
Acid Lime,Nutrient Management,MAHARASHTRA
Brinjal,	Plant Protection	,MAHARASHTRA
French Bean,	Plant Protection	,MAHARASHTRA
