index,Sector,Category,Crop,QueryType,StateName,DistrictName
15794,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15795,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15796,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15797,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15798,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15799,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15800,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15801,HORTICULTURE,Vegetables,Ridge Gourd,Agriculture Mechanization,MAHARASHTRA,SOLAPUR
15802,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15803,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,MAHARASHTRA,SOLAPUR
15804,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15805,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15806,HORTICULTURE,Fruits,Lemon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15807,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
15808,HORTICULTURE,Vegetables,Beans ,	Plant Protection	,MAHARASHTRA,SOLAPUR
15809,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15810,HORTICULTURE,Vegetables,Watermelon,Cultural Practices,MAHARASHTRA,SOLAPUR
15811,HORTICULTURE,Flowers,China Astor,Varieties,MAHARASHTRA,SOLAPUR
15812,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15813,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15814,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15815,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15816,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
15817,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15818,HORTICULTURE,Fruits,Ber,Market Information,MAHARASHTRA,SOLAPUR
15819,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15820,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
15821,HORTICULTURE,Fruits,Melon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15822,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15823,AGRICULTURE,Others,Others,Soil Health Card,MAHARASHTRA,SOLAPUR
15824,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15825,HORTICULTURE,Vegetables,Cabbage,	Plant Protection	,MAHARASHTRA,SOLAPUR
15826,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15827,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15828,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
15830,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15831,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15832,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15833,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,SOLAPUR
15834,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15835,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15836,HORTICULTURE,Vegetables,Leafy Vegetable,	Plant Protection	,MAHARASHTRA,SOLAPUR
15837,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15838,AGRICULTURE,Cereals,Barley (Jau),Market Information,MAHARASHTRA,SOLAPUR
15839,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15840,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15841,HORTICULTURE,Vegetables,Chillies,	Plant Protection	,MAHARASHTRA,SOLAPUR
15842,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15843,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15844,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15845,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,MAHARASHTRA,SOLAPUR
15846,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15847,AGRICULTURE,Fruits,Pomegranate,Market Information,MAHARASHTRA,SOLAPUR
15848,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15849,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15850,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15851,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15852,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
15853,HORTICULTURE,Fruits,Pomegranate,Government Schemes,MAHARASHTRA,SOLAPUR
15854,HORTICULTURE,Vegetables,Cucumber,Field Preparation,MAHARASHTRA,SOLAPUR
15855,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Market Information,MAHARASHTRA,SOLAPUR
15856,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15857,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15858,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15859,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15860,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15861,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15862,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15863,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15864,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15865,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15866,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15867,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15868,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
15869,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15870,HORTICULTURE,Fruits,Musk Melon,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
15871,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15872,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15873,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15874,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15875,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15876,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15877,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15878,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15880,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15881,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15882,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
15883,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15884,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15885,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15886,HORTICULTURE,Fruits,Melon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15887,HORTICULTURE,Fruits,Lemon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15888,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15889,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15890,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15891,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15892,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15893,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15894,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15895,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15896,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15897,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
15898,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15899,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15900,HORTICULTURE,Vegetables,Ridge Gourd,	Plant Protection	,MAHARASHTRA,SOLAPUR
15901,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15902,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15903,HORTICULTURE,Vegetables,Tomato,Field Preparation,MAHARASHTRA,SOLAPUR
15904,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15905,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15906,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15907,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15908,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15909,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15910,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
15911,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15912,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15913,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15914,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15915,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,MAHARASHTRA,SOLAPUR
15916,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15917,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15918,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Varieties,MAHARASHTRA,SOLAPUR
15919,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15920,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15921,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
15922,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15923,HORTICULTURE,Fruits,Mango,Cultural Practices,MAHARASHTRA,SOLAPUR
15924,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15925,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15926,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15927,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15928,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15929,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15930,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15931,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15932,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15933,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15934,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15935,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15936,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
15937,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
15938,HORTICULTURE,Fruits,Mango,Nutrient Management,MAHARASHTRA,SOLAPUR
15939,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15940,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15941,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15942,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15943,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
15944,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15945,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15946,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15947,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15948,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
15949,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15950,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15951,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
15952,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15953,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15954,AGRICULTURE,Others,Others,Organic Farming,MAHARASHTRA,SOLAPUR
15955,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15956,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15957,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15958,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
15959,HORTICULTURE,Vegetables,French Bean,	Plant Protection	,MAHARASHTRA,SOLAPUR
15960,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15962,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15963,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15964,HORTICULTURE,Vegetables,Watermelon,Field Preparation,MAHARASHTRA,SOLAPUR
15965,HORTICULTURE,Vegetables,Watermelon,Field Preparation,MAHARASHTRA,SOLAPUR
15966,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15967,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15968,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15969,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
15970,HORTICULTURE,Fruits,Melon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15971,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15972,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15973,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,MAHARASHTRA,SOLAPUR
15974,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
15975,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15976,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15977,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15978,AGRICULTURE,Vegetables,Watermelon,Market Information,MAHARASHTRA,SOLAPUR
15979,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Cultural Practices,MAHARASHTRA,SOLAPUR
15980,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15981,HORTICULTURE,Fruits,Guava,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
15982,HORTICULTURE,Vegetables,French Bean,	Plant Protection	,MAHARASHTRA,SOLAPUR
15983,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15984,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15985,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15986,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15987,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15988,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15989,AGRICULTURE,Others,Others,	Plant Protection	,MAHARASHTRA,SOLAPUR
15990,AGRICULTURE,Vegetables,Watermelon,Market Information,MAHARASHTRA,SOLAPUR
15991,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
15992,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15993,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15994,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15995,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15996,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15997,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
15998,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
15999,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16000,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
16001,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),	Plant Protection	,MAHARASHTRA,SOLAPUR
16002,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16003,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16004,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16005,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16006,HORTICULTURE,Fruits,Pomegranate,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16008,HORTICULTURE,Vegetables,Bitter Gourd,	Plant Protection	,MAHARASHTRA,SOLAPUR
16009,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16010,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16011,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,MAHARASHTRA,SOLAPUR
16012,HORTICULTURE,Vegetables,Brinjal,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16013,AGRICULTURE,Fruits,Banana,Market Information,MAHARASHTRA,SOLAPUR
16014,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16015,HORTICULTURE,Vegetables,Watermelon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16016,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16017,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16018,HORTICULTURE,Fruits,Aonla,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16019,HORTICULTURE,Fruits,Aonla,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16020,HORTICULTURE,Fruits,Lemon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16021,HORTICULTURE,Fruits,Lemon,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16022,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16023,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16024,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16025,HORTICULTURE,Fruits,Mango,"Power, Roads etc.",MAHARASHTRA,SOLAPUR
16026,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16027,HORTICULTURE,Fruits,Grape,Cultural Practices,MAHARASHTRA,SOLAPUR
16028,AGRICULTURE,Others,Others,Soil Health Card,MAHARASHTRA,SOLAPUR
16029,HORTICULTURE,Fruits,Banana,Seeds and Planting Material,MAHARASHTRA,SOLAPUR
16030,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16031,HORTICULTURE,Fruits,Melon,	Plant Protection	,MAHARASHTRA,SOLAPUR
16032,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16034,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16035,HORTICULTURE,Vegetables,Bitter Gourd,	Plant Protection	,MAHARASHTRA,SOLAPUR
16036,HORTICULTURE,Fruits,Pomegranate,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16037,HORTICULTURE,Vegetables,Onion,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16038,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16039,HORTICULTURE,Fruits,Pomegranate,Weather,MAHARASHTRA,SOLAPUR
16040,HORTICULTURE,Fruits,Pomegranate,Weather,MAHARASHTRA,SOLAPUR
16041,HORTICULTURE,Fruits,Pomegranate,Weather,MAHARASHTRA,SOLAPUR
16042,HORTICULTURE,Fruits,Pomegranate,Weather,MAHARASHTRA,SOLAPUR
16043,HORTICULTURE,Fruits,Pomegranate,Weather,MAHARASHTRA,SOLAPUR
16044,AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16045,AGRICULTURE,Others,Others,Market Information,MAHARASHTRA,SOLAPUR
16046,HORTICULTURE,Fruits,Mango,	Plant Protection	,MAHARASHTRA,SOLAPUR
16047,HORTICULTURE,Vegetables,Watermelon,	Plant Protection	,MAHARASHTRA,SOLAPUR
16048,HORTICULTURE,Fruits,Mango,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16049,HORTICULTURE,Fruits,Banana,Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16050,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16051,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16052,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16053,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16054,HORTICULTURE,Vegetables,Watermelon,Cultural Practices,MAHARASHTRA,SOLAPUR
16055,HORTICULTURE,Flowers,Rose,	Plant Protection	,MAHARASHTRA,SOLAPUR
16056,HORTICULTURE,Flowers,Rose,	Plant Protection	,MAHARASHTRA,SOLAPUR
16057,HORTICULTURE,Fruits,Guava,Nutrient Management,MAHARASHTRA,SOLAPUR
16058,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16059,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16060,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16061,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16062,HORTICULTURE,Vegetables,Watermelon,Market Information,MAHARASHTRA,SOLAPUR
16063,AGRICULTURE,Vegetables,Onion,Market Information,MAHARASHTRA,SOLAPUR
16064,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
16065,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,MAHARASHTRA,SOLAPUR
16066,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16067,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16068,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16069,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16070,AGRICULTURE,Others,Others,Weather,MAHARASHTRA,SOLAPUR
16071,HORTICULTURE,Fruits,Grape,	Plant Protection	,MAHARASHTRA,SOLAPUR
16072,HORTICULTURE,Fruits,Grape,	Plant Protection	,MAHARASHTRA,SOLAPUR
16073,HORTICULTURE,Fruits,Pomegranate,	Plant Protection	,MAHARASHTRA,SOLAPUR
16074,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Bio-Pesticides and Bio-Fertilizers,MAHARASHTRA,SOLAPUR
16075,HORTICULTURE,Vegetables,Drum Stick,Agriculture Mechanization,MAHARASHTRA,SOLAPUR
16076,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,MAHARASHTRA,SOLAPUR
16077,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,SOLAPUR
16078,HORTICULTURE,Fruits,Grape,	Plant Protection	,MAHARASHTRA,SOLAPUR
16079,AGRICULTURE,Cereals,Wheat,	Plant Protection	,MAHARASHTRA,SOLAPUR
16080,AGRICULTURE,Vegetables,Watermelon,Market Information,MAHARASHTRA,SOLAPUR
16081,HORTICULTURE,Fruits,Musk Melon,Market Information,MAHARASHTRA,SOLAPUR
16082,HORTICULTURE,Fruits,Musk Melon,Market Information,MAHARASHTRA,SOLAPUR
16083,AGRICULTURE,Millets,Maize (Makka),Fertilizer Use and Availability,MAHARASHTRA,SOLAPUR
16084,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16085,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16086,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16087,HORTICULTURE,Vegetables,Watermelon,Market Information,MAHARASHTRA,SOLAPUR
16088,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16089,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16090,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16091,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16092,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16093,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16094,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16095,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16096,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16097,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16098,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16099,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
16100,AGRICULTURE,Others,Others,Government Schemes,MAHARASHTRA,SOLAPUR
